,COLLECTION_DATE,FLOODING_DATE,FLOOD_DEPTH,FLOOD_DEPTH_OTHER,FLOOD_FREQUENCY,FLOOD_FREQUENCY_OTHER,PROPERTY_TYPE,AFFECTED_AREA,OTHER_INFORMATION,OBSERVATIONS,AFFECTED_AGRICULTURE,AFFECTED_AGRICULTURE_OTHER,SURVEY_TYPE,MONTH,YEAR,EVENT_TYPE,EVENT_TYPE_OTHER,EVENT_NAME,COUNTY,MUNICIPALITY,SPECIAL_DISTRICT_NAME,FLOOD_PRONE_AREA_ID,AHED_WS_NAME,PHOTO,UNIQUE_ID,geometry
416,2022-11-09T16:59:00+00:00,2022-11-09T16:59:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,NEIGHBOR REPORTS THE STROM DRAIN AT E. LAKE DRIVE & RIVER LN IN HARBOR BEACH IS OVERFLOWING.  SHE THINKS IT WAS CLOGGED BY CONSTRCUTION BEING DONE AT HOUSE IN FRONT OF DRAIN.nn,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,e5a287cd-ee8b-4af4-b52a-499ccd0e769f,POINT (947357.269657746 643812.5631379932)
417,2020-11-08T05:00:00+00:00,2020-11-08T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,"The canal behind my house has risen dramatically in the last 24 hours. It is now almost 4 feet over normal and is threatening to come into my patio. Once inside, I have only another 6-10 inches before it reaches the rear wall of my house. Is there any way you can pump water out of this area? I am very concerned. Also, the canal has peaked over the roadway and is blocking egress from this neighborhood in case of an emergency.",,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,SUNRISE,,SUNRISE,C-13 WEST,No,e66a9854-1619-4f1c-ba98-e573de4dcb92,POINT (882427.6245829128 665336.9794066548)
418,2022-10-14T16:00:00+00:00,2022-10-14T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,e6d6771a-8f1a-4c67-a768-983e3bceb301,POINT (581579.2036431618 1458216.760769904)
419,2022-09-13T16:45:00+00:00,,ankle_deep,,yes_it_always_floods_here,,Residential,storm_drain,,"There is tidal water from the storm drains in the street at this location at least 50 days a year. The worst is at the King Tides in October and November, but flooding happens in December, March, May, August and probably other months too.",,,Public,09,2022,High Tide/Tidal Flooding,Tidal,2022 Sept Tidal Event,Broward,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,No,e7bb310c-4114-4423-9870-f2767768dc3f,POINT (944170.5676978305 608768.5886066556)
420,2022-09-29T15:47:21+00:00,,don't_know,,don't_know,,Residential,don't_know,,220929_Ian_Lee-20220929_194721646_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,BONITA SPRINGS,,BONITA SPRINGS,ESTERO BAY WATER BODY,Yes,e7d9284d-f980-42b2-96a9-ceb66487e385,POINT (378314.0514472462 729250.5307131559)
421,2022-11-10T17:00:00+00:00,2022-11-10T17:00:00+00:00,other,1 foot to gate overtopping,don't_know,,Governmental,building_structure,,,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Miami-Dade,NORTH MIAMI,,NORTH MIAMI,NORTH BISCAYNE BAY,No,e849e737-c3df-434f-92ae-09979be8cb20,POINT (931456.8565767445 570378.8950449899)
422,2022-07-21T16:00:00+00:00,2022-07-21T16:00:00+00:00,ankle_deep,,whenever_it_rains,,Residential,building_structure,,,,,Public,07,2022,Extreme or Heavy Rainfall,Rain,2022 July Extreme Rain Event,Palm Beach,WELLINGTON,ACME IMPROVEMENT DISTRICT,WELLINGTON,C-51 WEST,No,e94b4c59-1c4d-4427-b075-62a7efe1ddd5,POINT (908742.6365853287 829942.4074129909)
423,2022-11-09T17:17:00+00:00,2022-11-09T17:17:00+00:00,knee_deep,,don't_know,,Residential,building_structure,,"Storm Surge concerns,  8 -12 inches in roadway, in foyer of callers home.  A crew left a tarp under City drainage grate, it needs to be removed.  Heavy flooding.  Between 427-431 Mola Avenue",,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,e9810e33-0743-4df7-ad8a-62b431285b3c,POINT (943140.0090634115 649300.8287362382)
424,2022-10-07T09:49:30+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-01705.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,e9c441e6-d903-48cd-88e6-e382b977a109,POINT (583381.1632938273 1457668.688375242)
425,2008-08-19T09:35:09+00:00,,ankle_deep,,don't_know,,Residential,road_street,,pia6371.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,ea0be355-0309-4081-9ae5-3c391640570c,POINT (864691.2899769135 1067491.787628241)
426,2022-11-10T18:01:00+00:00,2022-11-10T18:01:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,NEIGHBOR  STATES THE DRAIN IN FRONT OF HER HOME AND RISING,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE SOUTH,CORAL REEF,No,eb1e0857-03f7-4574-843e-0e28e005cf42,POINT (923654.1487569958 638926.4318341538)
427,2008-08-19T09:49:12+00:00,,ankle_deep,,don't_know,,Residential,road_street,,pia6382.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,ebc1c954-1d22-41ac-877e-d6b8e8e2eb9b,POINT (864668.8674495779 1067429.870101154)
428,2022-09-28T14:15:00+00:00,2022-09-28T14:15:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,The Lakes at Copper Creek Community overflowing.  Please have someone open the weir and bleed the lakes into the canal.,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,St. Lucie,PORT ST LUCIE,,,C-24,No,ebc2f8db-10cd-4c27-b46a-0164ab0d21cb,POINT (834410.9371519126 1088753.412427738)
429,2008-08-20T08:36:26+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6463.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Palm Beach,WELLINGTON,ACME IMPROVEMENT DISTRICT,WELLINGTON,C-51 WEST,Yes,ec64c1cb-4f70-4fad-9159-5ac65eec7bde,POINT (884219.1019710787 831472.504090324)
430,2022-10-11T16:00:00+00:00,2022-10-11T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,ecaf3cc0-36de-4a7f-8ee9-ea87714a2dd0,POINT (583375.538633164 1457560.199090905)
431,2020-05-26T00:00:00+00:00,2020-05-26T00:00:00+00:00,don't_know,,sometimes,,Residential,storm_drain,,My house has a street drain located at the base of the driveway. With the current rain the last few days the drain is overrun with the water and does not continue draining the street. The water levels in the nearby canals need to be lowered to allow the storm drains to do their job. I have called numerous numbers to try and resolve this today and there is no number to call after hours. This has happened once before and we were able to speak to someone and the issue was resolved. I am requesting that the water levels be lowered immediately as my house is the most affected on this block.,,,Email,05,2020,Extreme or Heavy Rainfall,Rain,2020 May Extreme Rain Event Memorial Day,Miami-Dade,NA,,SOUTH MIAMI-DADE,C-1 WEST,No,ee7241b8-cd6f-4a79-8b0e-19d4a3b03f88,POINT (843895.5563059971 470300.0164629892)
432,2022-10-14T16:00:00+00:00,2022-10-14T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,eeac9dd0-ae44-4647-8bfb-e5ec87154f37,POINT (582059.0094420798 1458307.995167486)
433,2022-10-12T16:00:00+00:00,2022-10-12T16:00:00+00:00,knee_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,efd0bebf-be18-4d20-9813-f5823b8001c8,POINT (596645.5613056608 1472889.447959907)
434,2020-11-09T05:00:00+00:00,2020-11-09T05:00:00+00:00,don't_know,,don't_know,,Residential,building_structure,,Water is beginning to enter my home.  Please release the flood gates at Orange Drive and SR441.  To allow one inch of water out so the water does not continue into the house.  More rain is expected and I need some wiggle room to prevent continued flodding in the house.,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,DAVIE,CENTRAL BROWARD WATER CONTROL DISTRICT,DAVIE,C-11 EAST,No,f162e5b4-a7c5-4891-a6e2-432fd5b0fbfd,POINT (902548.793986164 628782.68735791)
435,2022-09-29T15:33:51+00:00,,don't_know,,don't_know,,Residential,don't_know,,220929_Ian_Lee-20220929_193351461_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,SANIBEL,,,CAPE CORAL COASTAL,Yes,f2502079-a2b2-4970-b6c5-bd92bde83648,POINT (298327.4860269949 760843.5475794896)
436,2022-11-10T19:04:00+00:00,2022-11-10T19:04:00+00:00,don't_know,,don't_know,,Residential,road_street,,neighbor states the wayter is not going down,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,f2cc8480-61c4-4ed6-9315-a6e2c7e5d80f,POINT (949801.9389809966 662239.3051558211)
437,2022-10-02T13:18:04+00:00,,don't_know,,don't_know,,Residential,building_structure,,221002_Ian_Lake_Mary_Jane_Drone-P0760076.JPG,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,f303309f-47d9-46f3-a232-f45681778726,POINT (600011.1821990795 1464378.192016572)
438,2008-08-21T08:48:49+00:00,,don't_know,,don't_know,,Natural_Area_Open_Land_Recreational,swale,,pia6601.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S191,Yes,f3ce8a20-d6e6-4ff2-ade6-3bf8acc5edea,POINT (712196.3872901611 1077995.421476573)
439,2022-11-10T17:37:00+00:00,2022-11-10T17:37:00+00:00,don't_know,,don't_know,,Residential,road_street,,The tide is down but our street is completely flooded. We cannot drive on this street due to the high levels of water. Water is brownish and we have concerns regarding the type of water that is backing up. Please send someone ASAP,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,f42c7d22-efca-4b19-9e9c-879d72211d90,POINT (949836.547835663 662411.1187885702)
440,2008-08-21T07:58:53+00:00,,don't_know,,don't_know,,Commercial,building_structure,,pia6558.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,FORT PIERCE,NORTH ST LUCIE RIVER WATER CONTROL DISTRICT,FT PIERCE AT FIVE MILE CREEK AND OKEECHOBEE ROAD,TIDAL ST. LUCIE NORTH FORK,Yes,f4730c73-edf2-4845-bc1e-3033f26d649e,POINT (860991.7655518278 1126389.356840737)
441,2020-06-03T04:00:00+00:00,2020-06-03T04:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,"My backyard edges up to a preserve that is used as an over flow for the communities lake. With all the rain we have had and more on the way, the over flow has crossed into my backyard and is fast moving towards the house. Not sure what you all are able to do but if there is a water gate that needs to be open for the preserve to drain to, please do so now. I have pictures of the over flow but there is no provision to attach them on your web-site.",,,Email,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Martin,NA,,ST LUCIE RIVER SOUTH FORK EAST SIDE,SOUTH FORK,No,f5243109-a038-4a51-9a7c-dac8ccbe611f,POINT (894371.7155240774 1008525.09716291)
442,2022-11-10T15:16:00+00:00,2022-11-10T15:16:00+00:00,don't_know,,don't_know,,Residential,road_street,,We know months in advance which neighborhoods will be affected by king tides and when. What prevents our city from redirecting traffic during these events. I’m tired of drivers speeding through our Victoria Park streets sending salt water onto our properties and into some of my neighbors homes. Please do something different. Thank you. ,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,f5446bfc-75c5-4442-b3a4-33a5047eedf4,POINT (944980.858071994 654687.0285937414)
443,2022-11-10T17:00:00+00:00,2022-11-10T17:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,neighbor reports flooding ,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,f5497b1f-84a5-4d25-8484-298757388b2a,POINT (943655.6241739132 649348.3512789905)
444,2022-06-05T15:00:00+00:00,,less_than_ankle_deep,,don't_know,,Residential,other,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Broward,PLANTATION,OLD PLANTATION WATER CONTROL DISTRICT,PLANTATION,NORTH NEW RIVER CANAL WEST,No,f5707fdd-4911-4b15-8989-38a321469126,POINT (904677.8979956619 654821.6178914905)
445,2022-09-28T15:07:00+00:00,,ankle_deep,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,CORAL REEF,No,f573611c-c6d8-4dee-b9b9-57a4091cf6f4,POINT (935717.2794863284 650124.9248570725)
446,2022-11-09T13:57:00+00:00,2022-11-09T13:57:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,neighbor states located directly to the right of the home 2 storm drains that backing up,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,f70d2919-5b83-49f7-b194-68f98e9bfa16,POINT (945962.8656224124 654274.9605202377)
447,2022-10-10T16:00:00+00:00,2022-10-10T16:00:00+00:00,ankle_deep,,don't_know,,Residential,road_street,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,f79231a2-ce9a-450c-a956-f2e29bdc1e13,POINT (599808.4663971625 1474651.759723991)
448,2022-10-07T09:56:17+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-01806.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,f7b498ce-a80b-4273-b783-7fa3ce03037c,POINT (584087.9866833277 1458950.806545906)
449,2022-11-11T18:17:00+00:00,2022-11-11T18:17:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,Customer says drain is clogged.,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,f7edf9ca-bbef-48b4-8f4f-e061332b7b0a,POINT (950433.9085175805 665041.2162186578)
450,2008-08-21T09:32:06+00:00,,don't_know,,don't_know,,Residential,building_structure,,pia6637.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S-154,Yes,f85d767d-43cd-403c-9347-1c63848111ac,POINT (689486.5278543271 1057962.209246486)
451,2022-06-04T16:00:00+00:00,2022-06-04T16:00:00+00:00,ankle_deep,,don't_know,,Residential,don't_know,,,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Miami-Dade,NA,,NORTH MIAMI-DADE,NORTH BISCAYNE BAY,Yes,f8e2f538-c235-4563-8e2c-c1c3bb63d9c3,POINT (935569.7607524954 596817.796235323)
452,2022-06-04T17:07:00+00:00,,ankle_deep,,don't_know,,Residential,storm_drain,,Didn't flood this bad before the City supposedly fixed the drain,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,C-12E,No,f91823ce-9ef8-4192-b1f8-d5a726d441eb,POINT (935331.3822922446 645987.1532769874)
453,2008-08-21T09:31:32+00:00,,don't_know,,don't_know,,Residential,building_structure,,pia6633.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S-154,Yes,f919e802-1897-4e38-b44b-97d1bf185396,POINT (687772.49584933 1056016.011695325)
454,2022-09-28T18:00:00+00:00,2022-09-28T18:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,Loxahatchee and the canals are over flowed,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Palm Beach,NA,INDIAN TRAIL IMPROVEMENT DISTRICT,ACREAGE,L-8,No,fa4a3196-eab3-4880-ad48-5671ab30f3f1,POINT (901604.0701538287 885285.6028287411)
455,2022-06-04T17:00:00+00:00,,less_than_ankle_deep,,don't_know,,Commercial,road_street,,Ponding in roadway following rainfall from storm. Has not drained over the past 2 days as it continues to rain. ,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Broward,OAKLAND PARK,,,C-13 WEST,No,fac6861a-d78e-4509-b9a6-79ff8e98c690,POINT (921366.7258384116 674040.272039406)
456,2022-10-07T09:48:41+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-01682.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,fcc086f5-14a9-4f16-ae39-bf0c0b61d2a6,POINT (583264.8869515806 1457414.400826074)
457,2008-08-21T07:41:47+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6513.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,fce779d5-bbae-4207-9088-e4a9bc885932,POINT (857154.1482270807 1081341.127711654)
458,2022-10-02T12:46:37+00:00,,don't_know,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,221002_Ian_Lake_Mary_Jane_Drone-P0600060.JPG,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,fd2b4bfa-7176-4466-abfc-596b3bb5d7fd,POINT (596137.912058495 1467805.282275237)
459,2022-09-28T14:57:00+00:00,,ankle_deep,,don't_know,,Commercial,parking_lot,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,C-12E,No,fddf9d7c-7cdb-4091-bb63-967a872979d7,POINT (935216.2726143301 649277.7067352384)
460,2020-11-09T05:00:00+00:00,2020-11-09T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,"Due to constant rainfall from hurricane Eta, I’m concerned that the water in the canal behind my house isn’t being pumped out fast enough. The water from the canal is in my back yard. Please send service to pump water out of the canal as soon as possible",,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,SUNRISE,,SUNRISE,C-13 WEST,No,fe22cfef-5f07-4386-b605-6bdc4f7322ce,POINT (895587.5172263272 663885.0475992411)
461,2020-11-09T05:00:00+00:00,2020-11-09T05:00:00+00:00,don't_know,,yes_it_always_floods_here,,Residential,road_street,,My property floods with every heavy rain storm from adjacent properties. My POA and Martin County take no responsibility for maintaining drainage into Bessey Creek. I would very much appreciate your advice to solve this problem.,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Martin,NA,,ST LUCIE RIVER SOUTH FORK WEST SIDE,BASIN 4,No,ff34783a-7b8e-4319-b9ff-d0f2c884f72c,POINT (882491.8449269123 1036311.987783238)
462,2022-11-10T17:00:00+00:00,2022-11-10T17:00:00+00:00,don't_know,,don't_know,,Natural_Area_Open_Land_Recreational,swale,,,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Palm Beach,JUPITER,,,LOXAHATCHEE SOUTH COASTAL,Yes,ff3d9f46-14cf-4cd2-b19c-42f0c25f6129,POINT (959288.4016353302 945450.9073666558)
463,2020-11-11T05:00:00+00:00,2020-11-11T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,I am a resident of Clementsville and we have a serious flooding problem.  Our roads are so bad that no one can pass.  We've spent the last two evenings out with tractors pulling stuck vehicles from the road.  The water has no place to go and is not moving.  I've been told our water runs to the Port Mayaca lock and all the locks are shut.  We desperately need locks to open to get our water moving. Please help!!!,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Martin,NA,,,S-153,No,d345a00a-56b1-4750-a2ca-3f9f303cbe8d,POINT (785616.5554101616 1003453.852712236)
464,2020-05-27T00:00:00+00:00,2020-05-27T00:00:00+00:00,don't_know,,don't_know,,Mixed_Use,building_structure,,"Entire block is underwater. All of the neighboring tenets are underwater.We pay our taxes and have a right to run our business properly, this has been a reoccurring problem. Two years ago the association took what we thought would be appropriate action to upgrade our drainage system at a price tag of half a million dollars. Seems as if we are fighting an uphill battle.",,,Email,05,2020,Extreme or Heavy Rainfall,Rain,2020 May Extreme Rain Event Memorial Day,Miami-Dade,NA,,NORTH MIAMI-DADE,C-6,No,0f52d996-2ab5-4707-99f3-c2371b798b60,POINT (878809.631162744 547317.530078575)
465,2024-06-11T20:40:16+00:00,,ankle_deep,,whenever_it_rains,,Mixed_Use,road_streeet,,,,,Report Flooding and Early Concerns,06,2024,extreme_heavy_rainfall,Rain,2024 June Extreme Rain Event,BROWARD,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,C-12E,Yes,0eee1afa-933a-43d9-b8cf-629eaa5eb790,POINT (934470.4184629954 650923.4216196537)
466,2024-06-12T12:34:41+00:00,,ankle_deep,,only_during_tropical_events,,Residential,road_streeet,,"Trying to curve cars doing donuts at 14th and Grant has started this problem. Water stays, it covers the grass and new concrete path and sides, card don’t see them, go over them and into the grass. Water now stays even longer than before. ",,,Report Flooding and Early Concerns,06,2024,extreme_heavy_rainfall,Rain,2024 June Extreme Rain Event,BROWARD,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,Yes,3a9bc0ce-1e02-40f7-9fde-561a80290dca,POINT (940204.0956439115 613906.7449969873)
467,2024-06-12T13:37:18+00:00,,ankle_deep,,whenever_it_rains,,Governmental,road_streeet,,Stormwater was pouring off of I-95 onto Taft Street exacerbating the stormwater accumulating at this location at ground level.,,,Report Flooding and Early Concerns,06,2024,extreme_heavy_rainfall,Rain,2024 June Extreme Rain Event,BROWARD,HOLLYWOOD,,HOLLYWOOD,C-10,Yes,965ddcf1-d15f-488d-a6ad-d62555a32c33,POINT (929899.0106110796 615956.8563823253)
468,2024-06-12T17:15:11+00:00,,don't_know,,whenever_it_rains,,Residential,building_structure,,The stick is halfway of my parking spot in alley. Now gone. Water 3/4 up,,,Report Flooding and Early Concerns,06,2024,extreme_heavy_rainfall,Rain,2024 June Extreme Rain Event,BROWARD,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,Yes,cc42112f-9016-47fd-8c28-d397a5201195,POINT (939170.4874749109 615466.9393831566)
469,2024-06-12T18:24:42+00:00,,ankle_deep,,whenever_it_rains,,Residential,road_streeet,,,,,Report Flooding and Early Concerns,06,2024,extreme_heavy_rainfall,Rain,2024 June Extreme Rain Event,BROWARD,HOLLYWOOD,CENTRAL BROWARD WATER CONTROL DISTRICT,HOLLYWOOD,C-11 EAST,Yes,28c4dfd9-7078-4dea-af23-abb76d890a9f,POINT (913483.7740846612 617597.0315796584)
470,2024-06-12T18:42:32+00:00,,don't_know,,whenever_it_rains,,Mixed_Use,road_streeet,,I am standing on Northeast 188 Street facing west towards 29th Avenue,,,Report Flooding and Early Concerns,06,2024,extreme_heavy_rainfall,Rain,2024 June Extreme Rain Event,MIAMI-DADE,AVENTURA,,,NORTH BISCAYNE BAY,Yes,934ed5fd-dee9-472c-8f8b-23f343eb040f,POINT (938669.7958909944 588365.0227865726)
471,2024-06-12T18:59:03+00:00,,greater_than_knee_deep,,whenever_it_rains,,Residential,building_structure,,Water is up to our houses on Moffett Street in Hollywood.  There are people trapped in their home. We need help!,,,Report Flooding and Early Concerns,06,2024,extreme_heavy_rainfall,Rain,2024 June Extreme Rain Event,BROWARD,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,Yes,a45eaba9-49b7-47e4-a5e7-674ffa9885b8,POINT (940354.5956709944 605621.4443104044)
472,2024-06-12T19:43:30+00:00,,greater_than_knee_deep,,only_during_tropical_events,,Residential,road_streeet,,"Rain event between June 11-12, 2024. Every single time it floods it affects roads, driveways, buildings, storm drains, swales, yards, open fields.",,,Report Flooding and Early Concerns,06,2024,extreme_heavy_rainfall,Rain,2024 June Extreme Rain Event,BROWARD,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,Yes,7c7625b4-3da7-4e8e-b196-37635d9b437b,POINT (940029.7816880792 606540.2826958224)
