,GetData,Dbkey,Station,Group,Site,Data Type,Freq,Stat,Recorder,Agency,Sensor,Start Date,End Date,Strata,OpNum,County,Latitude,Longitude,X Coord,Y Coord,Basin,Struct,Sec,Twp,Rng,start_date,end_date
6665,,IY876,S65E_T,S65E,S65E,STG,BK,INST,SP01,WMD,T,19-NOV-1987,20-JUN-2000,0,,OKE,271332.9,805741.4,668679.222,1051258.59,L OKEE,,30,37,34,19871119,20000620
6666,,65676,S65E_T,S65E_T,S65E,STG,BK,INST,DRV,WMD,T,01-SEP-1985,20-OCT-2024,0,,OKE,271332.9,805741.4,668679.222,1051258.59,L OKEE,,30,37,34,19850901,20241020
6667,,W3840,S65E_T,S65E,S65E,STG,BK,INST,TELE,WMD,T,26-JAN-2000,01-NOV-2024,0,,OKE,271332.9,805741.4,668679.222,1051258.59,L OKEE,,30,37,34,20000126,20241101
6668,,12669,S65E_T,S65E,S65E,STG,DA,MAX,SP01,WMD,T,19-NOV-1987,20-JUN-2000,0,,OKE,271332.9,805741.4,668679.222,1051258.59,L OKEE,,30,37,34,19871119,20000620
6669,,04130,S65E_T,S65E,S65E,STG,DA,MEAN,????,WMD,T,02-SEP-1985,31-MAR-1987,0,,OKE,271332.9,805741.4,668679.222,1051258.59,L OKEE,,30,37,34,19850902,19870331
6670,,08065,S65E_T,S65E,S65E,STG,DA,MEAN,SP01,WMD,T,19-NOV-1987,20-JUN-2000,0,,OKE,271332.9,805741.4,668679.222,1051258.59,L OKEE,,30,37,34,19871119,20000620
6671,,65675,S65E_T,S65E_T,S65E,STG,DA,MEAN,DRV,WMD,T,01-SEP-1985,20-OCT-2024,0,,OKE,271332.9,805741.4,668679.222,1051258.59,L OKEE,,30,37,34,19850901,20241020
6672,,KO584,S65E_T,S65E,S65E,STG,DA,MEAN,TELE,WMD,T,26-JAN-2000,31-OCT-2024,0,,OKE,271332.9,805741.4,668679.222,1051258.59,L OKEE,,30,37,34,20000126,20241031
6673,,OB353,S65NEW_H,S65,S65,STG,BK,INST,CR10,WMD,H,24-JAN-2002,30-JUN-2009,0,,OSC,274812.928,811154.561,592000.37,1261350.643,L KISSIM,,11,31,31,20020124,20090630
6674,,OB355,S65NEW_H,S65,S65,STG,DA,MEAN,CR10,WMD,H,24-JAN-2002,30-JUN-2009,0,,OSC,274812.928,811154.561,592000.37,1261350.643,L KISSIM,,11,31,31,20020124,20090630
6675,,OB354,S65NEW_T,S65,S65,STG,BK,INST,CR10,WMD,T,24-JAN-2002,30-JUN-2009,0,,OSC,274812.878,811154.599,591996.94,1261345.5,L KISSIM,,11,31,31,20020124,20090630
6676,,OB356,S65NEW_T,S65,S65,STG,DA,MEAN,CR10,WMD,T,24-JAN-2002,30-JUN-2009,0,,OSC,274812.878,811154.599,591996.94,1261345.5,L KISSIM,,11,31,31,20020124,20090630
6677,,07727,S65_H,S65,S65,STG,RI,DWR,????,WMD,H,01-MAR-1988,18-APR-1998,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,19880301,19980418
6678,,04121,S65_H,S65,S65,STG,BK,INST,????,WMD,H,01-OCT-1985,02-MAR-1987,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,19851001,19870302
6679,,88932,S65_H,S65,S65,STG,BK,INST,TELE,WMD,H,03-MAY-1988,11-OCT-1988,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,19880503,19881011
6680,,VV455,S65_H,S65,S65,STG,BK,INST,DWR,WMD,H,25-FEB-2000,01-OCT-2024,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,20000225,20241001
6681,,88933,S65_H,S65,S65,STG,BK,INST,CR10,WMD,H,19-SEP-1996,26-JAN-2010,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,19960919,20100126
6682,,WN314,S65_H,S65,S65,STG,BK,INST,TELE,WMD,H,12-MAY-2009,01-NOV-2024,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,20090512,20241101
6683,,AP268,S65_H,S65_H,S65,STG,BK,INST,DRV,WMD,H,01-OCT-1985,01-NOV-2024,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,19851001,20241101
6684,,04122,S65_H,S65,S65,STG,DA,MEAN,????,WMD,H,01-OCT-1985,01-MAR-1987,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,19851001,19870301
6685,,12583,S65_H,S65,S65,STG,DA,MEAN,TELE,WMD,H,03-MAY-1988,10-OCT-1988,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,19880503,19881010
6686,,VV454,S65_H,S65,S65,STG,DA,MEAN,DWR,WMD,H,25-FEB-2000,01-JUN-2000,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,20000225,20000601
6687,,K3014,S65_H,S65,S65,STG,DA,MEAN,CR10,WMD,H,19-SEP-1996,26-JAN-2010,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,19960919,20100126
6688,,WN313,S65_H,S65,S65,STG,DA,MEAN,TELE,WMD,H,12-MAY-2009,31-OCT-2024,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,20090512,20241031
6689,,AP267,S65_H,S65_H,S65,STG,DA,MEAN,DRV,WMD,H,01-OCT-1985,31-OCT-2024,0,,OSC,274814.58,811149.373,592467.702,1261519.281,L KISSIM,,11,31,31,19851001,20241031
6690,,07729,S65_T,S65,S65,STG,RI,DWR,????,WMD,T,01-MAR-1988,18-APR-1998,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,19880301,19980418
6691,,04123,S65_T,S65,S65,STG,BK,INST,????,WMD,T,01-OCT-1985,02-MAR-1987,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,19851001,19870302
6692,,88934,S65_T,S65,S65,STG,BK,INST,TELE,WMD,T,03-MAY-1988,11-OCT-1988,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,19880503,19881011
6693,,VV457,S65_T,S65,S65,STG,BK,INST,DWR,WMD,T,25-FEB-2000,01-OCT-2024,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,20000225,20241001
6694,,88935,S65_T,S65,S65,STG,BK,INST,CR10,WMD,T,19-SEP-1996,26-JAN-2010,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,19960919,20100126
6695,,65820,S65_T,S65_T,S65,STG,BK,INST,DRV,WMD,T,01-OCT-1985,01-NOV-2024,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,19851001,20241101
6696,,WN316,S65_T,S65,S65,STG,BK,INST,TELE,WMD,T,11-MAY-2009,01-NOV-2024,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,20090511,20241101
6697,,04124,S65_T,S65,S65,STG,DA,MEAN,????,WMD,T,01-OCT-1985,01-MAR-1987,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,19851001,19870301
6698,,12584,S65_T,S65,S65,STG,DA,MEAN,TELE,WMD,T,03-MAY-1988,10-OCT-1988,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,19880503,19881010
6699,,VV456,S65_T,S65,S65,STG,DA,MEAN,DWR,WMD,T,25-FEB-2000,01-JUN-2000,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,20000225,20000601
6700,,K3016,S65_T,S65,S65,STG,DA,MEAN,CR10,WMD,T,19-SEP-1996,26-JAN-2010,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,19960919,20100126
6701,,65819,S65_T,S65_T,S65,STG,DA,MEAN,DRV,WMD,T,01-OCT-1985,31-OCT-2024,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,19851001,20241031
6702,,WN315,S65_T,S65,S65,STG,DA,MEAN,TELE,WMD,T,11-MAY-2009,31-OCT-2024,0,,OSC,274810.623,811149.338,592470.249,1261119.643,S-65A,,11,31,31,20090511,20241031
6703,,AI838,S660_H,S660_H,S660,STG,BK,INST,CR10,WMD,H,23-OCT-2012,01-NOV-2024,0,,MAR,270747.83,804006.451,764000.548,1016554.877,LRSTA,,31,38,37,20121023,20241101
6704,,94287,S660_H,S660,S660,STG,BK,INST,DRV,WMD,H,23-OCT-2012,23-OCT-2024,0,,MAR,270747.83,804006.451,764000.548,1016554.877,LRSTA,,31,38,37,20121023,20241023
6705,,94288,S660_H,S660,S660,STG,DA,MEAN,DRV,WMD,H,23-OCT-2012,23-OCT-2024,0,,MAR,270747.83,804006.451,764000.548,1016554.877,LRSTA,,31,38,37,20121023,20241023
6706,,AI837,S660_H,S660_H,S660,STG,DA,MEAN,CR10,WMD,H,23-OCT-2012,31-OCT-2024,0,,MAR,270747.83,804006.451,764000.548,1016554.877,LRSTA,,31,38,37,20121023,20241031
6707,,AI840,S660_T,S660_T,S660,STG,BK,INST,CR10,WMD,T,23-OCT-2012,01-NOV-2024,0,,MAR,270746.67,804008.255,763837.871,1016437.314,S-135,,31,38,37,20121023,20241101
6708,,94282,S660_T,S660,S660,STG,BK,INST,DRV,WMD,T,23-OCT-2012,23-OCT-2024,0,,MAR,270746.67,804008.255,763837.871,1016437.314,S-135,,31,38,37,20121023,20241023
6709,,94285,S660_T,S660,S660,STG,DA,MEAN,DRV,WMD,T,23-OCT-2012,23-OCT-2024,0,,MAR,270746.67,804008.255,763837.871,1016437.314,S-135,,31,38,37,20121023,20241023
6710,,AI839,S660_T,S660_T,S660,STG,DA,MEAN,CR10,WMD,T,23-OCT-2012,31-OCT-2024,0,,MAR,270746.67,804008.255,763837.871,1016437.314,S-135,,31,38,37,20121023,20241031
6711,,38978,S663A_H,S663A_H,S663A,STG,BK,INST,TELE,WMD,H,31-MAR-2020,01-NOV-2024,0,,MAR,270725.55,803956.323,764921.567,1014307.533,S-135,,31,38,37,20200331,20241101
6712,,38977,S663A_H,S663A_H,S663A,STG,DA,MEAN,TELE,WMD,H,31-MAR-2020,31-OCT-2024,0,,MAR,270725.55,803956.323,764921.567,1014307.533,S-135,,31,38,37,20200331,20241031
6713,,38980,S663A_T,S663A_T,S663A,STG,BK,INST,TELE,WMD,T,31-MAR-2020,01-NOV-2024,0,,MAR,270726.601,804000.394,764553.463,1014412.683,S-135,,31,38,37,20200331,20241101
6714,,38979,S663A_T,S663A_T,S663A,STG,DA,MEAN,TELE,WMD,T,31-MAR-2020,31-OCT-2024,0,,MAR,270726.601,804000.394,764553.463,1014412.683,S-135,,31,38,37,20200331,20241031
6715,,39051,S664A_H,S664A_H,S664A,STG,BK,INST,TELE,WMD,H,03-APR-2020,01-NOV-2024,0,,MAR,270711.933,803959.215,764663.919,1012931.835,S-135,,31,38,37,20200403,20241101
6716,,39050,S664A_H,S664A_H,S664A,STG,DA,MEAN,TELE,WMD,H,03-APR-2020,31-OCT-2024,0,,MAR,270711.933,803959.215,764663.919,1012931.835,S-135,,31,38,37,20200403,20241031
6717,,39053,S664A_T,S664A_T,S664A,STG,BK,INST,TELE,WMD,T,03-APR-2020,01-NOV-2024,0,,MAR,270711.23,803958.594,764720.218,1012860.997,S-135,,31,38,37,20200403,20241101
6718,,39052,S664A_T,S664A_T,S664A,STG,DA,MEAN,TELE,WMD,T,03-APR-2020,31-OCT-2024,0,,MAR,270711.23,803958.594,764720.218,1012860.997,S-135,,31,38,37,20200403,20241031
6719,,40046,S665A_H,S665A_H,S665A,STG,BK,INST,TELE,WMD,H,03-APR-2020,01-NOV-2024,0,,MAR,270638.075,803932.038,767128.768,1009519.548,S-135,,5,39,37,20200403,20241101
6720,,40045,S665A_H,S665A_H,S665A,STG,DA,MEAN,TELE,WMD,H,03-APR-2020,31-OCT-2024,0,,MAR,270638.075,803932.038,767128.768,1009519.548,S-135,,5,39,37,20200403,20241031
6721,,40048,S665A_T,S665A_T,S665A,STG,BK,INST,TELE,WMD,T,03-APR-2020,01-NOV-2024,0,,MAR,270637.306,803931.523,767175.515,1009442.024,S-135,,5,39,37,20200403,20241101
6722,,40047,S665A_T,S665A_T,S665A,STG,DA,MEAN,TELE,WMD,T,03-APR-2020,31-OCT-2024,0,,MAR,270637.306,803931.523,767175.515,1009442.024,S-135,,5,39,37,20200403,20241031
6723,,39073,S666A_H,S666A_H,S666A,STG,BK,INST,TELE,WMD,H,02-APR-2020,01-NOV-2024,0,,MAR,270614.507,803918.7,768340.547,1007143.014,S-135,,5,39,37,20200402,20241101
6724,,39072,S666A_H,S666A_H,S666A,STG,DA,MEAN,TELE,WMD,H,02-APR-2020,31-OCT-2024,0,,MAR,270614.507,803918.7,768340.547,1007143.014,S-135,,5,39,37,20200402,20241031
6725,,39075,S666A_T,S666A_T,S666A,STG,BK,INST,TELE,WMD,T,02-APR-2020,01-NOV-2024,0,,MAR,270612.9,803918.5,768359.066,1006980.794,S-135,,5,39,37,20200402,20241101
6726,,39074,S666A_T,S666A_T,S666A,STG,DA,MEAN,TELE,WMD,T,02-APR-2020,31-OCT-2024,0,,MAR,270612.9,803918.5,768359.066,1006980.794,S-135,,5,39,37,20200402,20241031
6727,,38994,S667A_H,S667A_H,S667A,STG,BK,INST,TELE,WMD,H,25-MAR-2020,01-NOV-2024,0,,MAR,270727,803947.5,765718.348,1014456.079,S-135,,31,38,37,20200325,20241101
6728,,38993,S667A_H,S667A_H,S667A,STG,DA,MEAN,TELE,WMD,H,25-MAR-2020,31-OCT-2024,0,,MAR,270727,803947.5,765718.348,1014456.079,S-135,,31,38,37,20200325,20241031
6729,,38996,S667A_T,S667A_T,S667A,STG,BK,INST,TELE,WMD,T,25-MAR-2020,01-NOV-2024,0,,MAR,270725.9,803947.1,765754.786,1014345.101,S-135,,31,38,37,20200325,20241101
6730,,38995,S667A_T,S667A_T,S667A,STG,DA,MEAN,TELE,WMD,T,25-MAR-2020,31-OCT-2024,0,,MAR,270725.9,803947.1,765754.786,1014345.101,S-135,,31,38,37,20200325,20241031
6731,,39002,S667B_H,S667B_H,S667B,STG,BK,INST,TELE,WMD,H,26-MAR-2020,01-NOV-2024,0,,MAR,270729.001,803945.876,765864.536,1014658.527,S-135,,31,38,37,20200326,20241101
6732,,39001,S667B_H,S667B_H,S667B,STG,DA,MEAN,TELE,WMD,H,26-MAR-2020,31-OCT-2024,0,,MAR,270729.001,803945.876,765864.536,1014658.527,S-135,,31,38,37,20200326,20241031
6733,,40051,S667B_T,S667B_T,S667B,STG,BK,INST,TELE,WMD,T,26-MAR-2020,01-NOV-2024,0,,MAR,270726.903,803947.486,765719.639,1014446.287,S-135,,31,38,37,20200326,20241101
6734,,40050,S667B_T,S667B_T,S667B,STG,DA,MEAN,TELE,WMD,T,26-MAR-2020,31-OCT-2024,0,,MAR,270726.903,803947.486,765719.639,1014446.287,S-135,,31,38,37,20200326,20241031
6735,,39083,S668A_H,S668A_H,S668A,STG,BK,INST,TELE,WMD,H,25-MAR-2020,01-NOV-2024,0,,MAR,270644.753,803914.22,768736.989,1010198.272,S-135,,5,39,37,20200325,20241101
6736,,39082,S668A_H,S668A_H,S668A,STG,DA,MEAN,TELE,WMD,H,25-MAR-2020,31-OCT-2024,0,,MAR,270644.753,803914.22,768736.989,1010198.272,S-135,,5,39,37,20200325,20241031
6737,,39119,S668A_T,S668A_T,S668A,STG,BK,INST,TELE,WMD,T,25-MAR-2020,01-NOV-2024,0,,MAR,270643.56,803915.001,768666.748,1010077.612,S-135,,5,39,37,20200325,20241101
6738,,39084,S668A_T,S668A_T,S668A,STG,DA,MEAN,TELE,WMD,T,25-MAR-2020,31-OCT-2024,0,,MAR,270643.56,803915.001,768666.748,1010077.612,S-135,,5,39,37,20200325,20241031
6739,,39141,S669_H,S669_H,S669,STG,BK,INST,TELE,WMD,H,12-MAR-2020,01-NOV-2024,0,,MAR,270729.656,803926.755,767591.957,1014729.34,S-135,,32,38,37,20200312,20241101
6740,,39140,S669_H,S669_H,S669,STG,DA,MEAN,TELE,WMD,H,12-MAR-2020,31-OCT-2024,0,,MAR,270729.656,803926.755,767591.957,1014729.34,S-135,,32,38,37,20200312,20241031
6741,,40049,S669_T,S669_T,S669,STG,BK,INST,TELE,WMD,T,12-MAR-2020,01-NOV-2024,0,,MAR,270728.665,803926.582,767607.861,1014629.314,S-135,,32,38,37,20200312,20241101
6742,,39142,S669_T,S669_T,S669,STG,DA,MEAN,TELE,WMD,T,12-MAR-2020,31-OCT-2024,0,,MAR,270728.665,803926.582,767607.861,1014629.314,S-135,,32,38,37,20200312,20241031
6743,,39150,S670A_H,S670A_H,S670A,STG,BK,INST,TELE,WMD,H,11-MAR-2020,01-NOV-2024,0,,MAR,270641.144,803853.552,770605.588,1009839.03,S-135,,5,39,37,20200311,20241101
6744,,39149,S670A_H,S670A_H,S670A,STG,DA,MEAN,TELE,WMD,H,11-MAR-2020,31-OCT-2024,0,,MAR,270641.144,803853.552,770605.588,1009839.03,S-135,,5,39,37,20200311,20241031
6745,,39152,S670A_T,S670A_T,S670A,STG,BK,INST,TELE,WMD,T,11-MAR-2020,01-NOV-2024,0,,MAR,270639.8,803853.533,770607.685,1009703.321,S-135,,5,39,37,20200311,20241101
6746,,39151,S670A_T,S670A_T,S670A,STG,DA,MEAN,TELE,WMD,T,11-MAR-2020,31-OCT-2024,0,,MAR,270639.8,803853.533,770607.685,1009703.321,S-135,,5,39,37,20200311,20241031
6747,,94291,S67_H,S67,S67,STG,BK,INST,DRV,WMD,H,07-SEP-2010,29-OCT-2024,0,,HIG,272312.143,811057.85,596868.977,1109789.001,ISTOK,,36,35,31,20100907,20241029
6748,,87564,S67_H,S67_H,S67,STG,BK,INST,TELE,WMD,H,07-SEP-2010,01-NOV-2024,0,,HIG,272312.143,811057.85,596868.977,1109789.001,ISTOK,,36,35,31,20100907,20241101
6749,,94292,S67_H,S67,S67,STG,DA,MEAN,DRV,WMD,H,07-SEP-2010,29-OCT-2024,0,,HIG,272312.143,811057.85,596868.977,1109789.001,ISTOK,,36,35,31,20100907,20241029
6750,,87565,S67_H,S67_H,S67,STG,DA,MEAN,TELE,WMD,H,07-SEP-2010,31-OCT-2024,0,,HIG,272312.143,811057.85,596868.977,1109789.001,ISTOK,,36,35,31,20100907,20241031
6751,,87566,S67_T,S67_T,S67,STG,BK,INST,TELE,WMD,T,07-SEP-2010,01-NOV-2024,0,,HIG,272315.008,811053.246,597284.397,1110077.702,KISSIMME,,36,35,31,20100907,20241101
6752,,94289,S67_T,S67,S67,STG,BK,INST,DRV,WMD,T,07-SEP-2010,29-OCT-2024,0,,HIG,272315.008,811053.246,597284.397,1110077.702,KISSIMME,,36,35,31,20100907,20241029
6753,,94290,S67_T,S67,S67,STG,DA,MEAN,DRV,WMD,T,07-SEP-2010,29-OCT-2024,0,,HIG,272315.008,811053.246,597284.397,1110077.702,KISSIMME,,36,35,31,20100907,20241029
6754,,87567,S67_T,S67_T,S67,STG,DA,MEAN,TELE,WMD,T,07-SEP-2010,31-OCT-2024,0,,HIG,272315.008,811053.246,597284.397,1110077.702,KISSIMME,,36,35,31,20100907,20241031
6755,,WN197,S68W_T,S68W_T,S68W,STG,BK,INST,TELE,WMD,T,07-APR-2009,01-NOV-2024,0,,HIG,271946.681,811506.899,574378.076,1089080.67,C41AN,,,,,20090407,20241101
6756,,65914,S68W_T,S68W_T,S68W,STG,BK,INST,DRV,WMD,T,07-APR-2009,27-OCT-2024,0,,HIG,271946.681,811506.899,574378.076,1089080.67,C41AN,,,,,20090407,20241027
6757,,65913,S68W_T,S68W_T,S68W,STG,DA,MEAN,DRV,WMD,T,07-APR-2009,27-OCT-2024,0,,HIG,271946.681,811506.899,574378.076,1089080.67,C41AN,,,,,20090407,20241027
6758,,WN196,S68W_T,S68W_T,S68W,STG,DA,MEAN,TELE,WMD,T,07-APR-2009,31-OCT-2024,0,,HIG,271946.681,811506.899,574378.076,1089080.67,C41AN,,,,,20090407,20241031
6759,,07811,S68_H,S68,S68,STG,RI,DWR,????,WMD,H,01-MAR-1988,16-APR-1998,0,,HIG,271948.515,811509.303,574162.863,1089268.606,ISTOK,,20,36,31,19880301,19980416
6760,,04797,S68_H,S68,S68,STG,BK,INST,????,WMD,H,09-JUL-1962,04-JAN-1996,0,,HIG,271948.515,811509.303,574162.863,1089268.606,ISTOK,,20,36,31,19620709,19960104
6761,,IY883,S68_H,S68,S68,STG,BK,INST,TELE,WMD,H,23-SEP-1993,01-NOV-2024,0,,HIG,271948.515,811509.303,574162.863,1089268.606,ISTOK,,20,36,31,19930923,20241101
6762,,94295,S68_H,S68,S68,STG,BK,INST,DRV,WMD,H,09-JUL-1962,27-OCT-2024,0,,HIG,271948.515,811509.303,574162.863,1089268.606,ISTOK,,20,36,31,19620709,20241027
6763,,12742,S68_H,S68,S68,STG,DA,MEAN,SP01,WMD,H,11-OCT-1988,31-DEC-1994,0,,HIG,271948.515,811509.303,574162.863,1089268.606,ISTOK,,20,36,31,19881011,19941231
6764,,04798,S68_H,S68,S68,STG,DA,MEAN,????,WMD,H,09-JUL-1962,04-JAN-1996,0,,HIG,271948.515,811509.303,574162.863,1089268.606,ISTOK,,20,36,31,19620709,19960104
6765,,94296,S68_H,S68,S68,STG,DA,MEAN,DRV,WMD,H,09-JUL-1962,17-OCT-2024,0,,HIG,271948.515,811509.303,574162.863,1089268.606,ISTOK,,20,36,31,19620709,20241017
6766,,15956,S68_H,S68,S68,STG,DA,MEAN,TELE,WMD,H,23-SEP-1993,31-OCT-2024,0,,HIG,271948.515,811509.303,574162.863,1089268.606,ISTOK,,20,36,31,19930923,20241031
6767,,07813,S68_T,S68,S68,STG,RI,DWR,????,WMD,T,01-MAR-1988,16-APR-1998,0,,HIG,271947.354,811508.117,574269.617,1089151.181,C41AN,,20,36,31,19880301,19980416
6768,,04799,S68_T,S68,S68,STG,BK,INST,001,WMD,T,23-NOV-1964,20-DEC-1994,0,,HIG,271947.354,811508.117,574269.617,1089151.181,C41AN,,20,36,31,19641123,19941220
6769,,IY887,S68_T,S68,S68,STG,BK,INST,TELE,WMD,T,23-SEP-1993,01-NOV-2024,0,,HIG,271947.354,811508.117,574269.617,1089151.181,C41AN,,20,36,31,19930923,20241101
6770,,65912,S68_T,S68_T,S68,STG,BK,INST,DRV,WMD,T,23-NOV-1964,27-OCT-2024,0,,HIG,271947.354,811508.117,574269.617,1089151.181,C41AN,,20,36,31,19641123,20241027
6771,,04800,S68_T,S68,S68,STG,DA,MEAN,001,WMD,T,23-NOV-1964,20-DEC-1994,0,,HIG,271947.354,811508.117,574269.617,1089151.181,C41AN,,20,36,31,19641123,19941220
6772,,12743,S68_T,S68,S68,STG,DA,MEAN,SP01,WMD,T,11-OCT-1988,31-DEC-1994,0,,HIG,271947.354,811508.117,574269.617,1089151.181,C41AN,,20,36,31,19881011,19941231
6773,,65911,S68_T,S68_T,S68,STG,DA,MEAN,DRV,WMD,T,23-NOV-1964,17-OCT-2024,0,,HIG,271947.354,811508.117,574269.617,1089151.181,C41AN,,20,36,31,19641123,20241017
6774,,15957,S68_T,S68,S68,STG,DA,MEAN,TELE,WMD,T,23-SEP-1993,31-OCT-2024,0,,HIG,271947.354,811508.117,574269.617,1089151.181,C41AN,,20,36,31,19930923,20241031
6775,,AM406,S6_H,S6,S6,STG,BK,INST,DWR,WMD,H,01-JAN-1984,26-MAR-2017,0,,PAL,262821.12,802646.5,837315.588,777832.821,S-2_6_7,,4,46,39,19840101,20170326
6776,,04965,S6_H,S6,S6,STG,BK,INST,A35,WMD,H,03-JAN-1967,02-APR-1993,0,,PAL,262821.12,802646.5,837315.588,777832.821,S-2_6_7,,4,46,39,19670103,19930402
6777,,88929,S6_H,S6,S6,STG,BK,INST,TELE,WMD,H,31-MAY-1985,01-NOV-2024,0,,PAL,262821.12,802646.5,837315.588,777832.821,S-2_6_7,,4,46,39,19850531,20241101
6778,,65393,S6_H,S6_H,S6,STG,BK,INST,DRV,WMD,H,03-JAN-1967,27-OCT-2024,0,,PAL,262821.12,802646.5,837315.588,777832.821,S-2_6_7,,4,46,39,19670103,20241027
6779,,04966,S6_H,S6,S6,STG,DA,MEAN,A35,WMD,H,03-JAN-1967,02-APR-1993,0,,PAL,262821.12,802646.5,837315.588,777832.821,S-2_6_7,,4,46,39,19670103,19930402
6780,,12438,S6_H,S6,S6,STG,DA,MEAN,DWR,WMD,H,01-JAN-1984,25-MAR-2017,0,,PAL,262821.12,802646.5,837315.588,777832.821,S-2_6_7,,4,46,39,19840101,20170325
6781,,65392,S6_H,S6_H,S6,STG,DA,MEAN,DRV,WMD,H,03-JAN-1967,15-OCT-2024,0,,PAL,262821.12,802646.5,837315.588,777832.821,S-2_6_7,,4,46,39,19670103,20241015
6782,,06684,S6_H,S6,S6,STG,DA,MEAN,TELE,WMD,H,31-MAY-1985,31-OCT-2024,0,,PAL,262821.12,802646.5,837315.588,777832.821,S-2_6_7,,4,46,39,19850531,20241031
6783,,AM407,S6_T,S6,S6,STG,BK,INST,DWR,WMD,T,01-JAN-1984,26-MAR-2017,0,,PAL,262816.791,802643.191,837618.155,777397.006,STA-2,,4,46,39,19840101,20170326
6784,,04967,S6_T,S6,S6,STG,BK,INST,A35,WMD,T,03-JAN-1967,02-APR-1993,0,,PAL,262816.791,802643.191,837618.155,777397.006,STA-2,,4,46,39,19670103,19930402
6785,,88930,S6_T,S6,S6,STG,BK,INST,TELE,WMD,T,31-MAY-1985,01-NOV-2024,0,,PAL,262816.791,802643.191,837618.155,777397.006,STA-2,,4,46,39,19850531,20241101
6786,,40313,S6_T,S6_T,S6,STG,BK,INST,DRV,WMD,T,03-JAN-1967,27-OCT-2024,0,,PAL,262816.791,802643.191,837618.155,777397.006,STA-2,,4,46,39,19670103,20241027
6787,,04968,S6_T,S6,S6,STG,DA,MEAN,A35,WMD,T,03-JAN-1967,02-APR-1993,0,,PAL,262816.791,802643.191,837618.155,777397.006,STA-2,,4,46,39,19670103,19930402
6788,,12439,S6_T,S6,S6,STG,DA,MEAN,DWR,WMD,T,01-JAN-1984,25-MAR-2017,0,,PAL,262816.791,802643.191,837618.155,777397.006,STA-2,,4,46,39,19840101,20170325
6789,,40312,S6_T,S6_T,S6,STG,DA,MEAN,DRV,WMD,T,03-JAN-1967,15-OCT-2024,0,,PAL,262816.791,802643.191,837618.155,777397.006,STA-2,,4,46,39,19670103,20241015
6790,,06685,S6_T,S6,S6,STG,DA,MEAN,TELE,WMD,T,31-MAY-1985,31-OCT-2024,0,,PAL,262816.791,802643.191,837618.155,777397.006,STA-2,,4,46,39,19850531,20241031
6791,,65492,S700_H,S700_H,S700,STG,BK,INST,DRV,WMD,H,03-MAY-2012,29-OCT-2024,0,,DAD,253723.275,801843.174,882864.13,469308.867,C100E,,26,55,40,20120503,20241029
6792,,AI611,S700_H,S700_H,S700,STG,BK,INST,TELE,WMD,H,03-MAY-2012,01-NOV-2024,0,,DAD,253723.275,801843.174,882864.13,469308.867,C100E,,26,55,40,20120503,20241101
6793,,65491,S700_H,S700_H,S700,STG,DA,MEAN,DRV,WMD,H,03-MAY-2012,29-OCT-2024,0,,DAD,253723.275,801843.174,882864.13,469308.867,C100E,,26,55,40,20120503,20241029
6794,,AI610,S700_H,S700_H,S700,STG,DA,MEAN,TELE,WMD,H,03-MAY-2012,31-OCT-2024,0,,DAD,253723.275,801843.174,882864.13,469308.867,C100E,,26,55,40,20120503,20241031
6795,,WZ841,S705_H,S705,S705,STG,BK,INST,TELE,WMD,,01-APR-2024,01-NOV-2024,0,,DAD,253108.905,802049.457,871491.434,431454.625,C102E,,33,56,40,20240401,20241101
